numerical,demographics,clinical_group,clinical_te,diagnosis_group,diagnosis_te,medication_group,medication,other
-0.2899456,0.012340622,0.025307577,0.17474982,0.048521973,-0.01190744,0.011877991,0.037174024,0.0778355
-0.2750712,0.060978778,0.093931936,0.13981663,-0.12097803,-0.058300875,-0.06165529,0.0038029407,0.055321686
0.24338746,0.028062198,0.018361662,0.40378457,0.07883082,0.29299304,-0.006394548,0.036241073,0.09250623
-0.584645,-0.044996094,0.068751484,0.14888743,-0.0430475,-0.15144596,0.0026298165,0.06697711,0.06467476
0.19746378,0.020521205,-0.043994173,0.33989874,-0.11966338,0.10074124,-0.04883813,0.015301622,0.07849459
-0.2560791,-0.06704697,0.017185226,0.46667144,-0.11795439,-0.014312327,0.019380212,0.0771184,0.071898766
-0.41037473,0.0219454,0.07841852,0.18409613,-0.25933492,0.038947076,-0.05980428,0.010958712,0.089346625
-0.438385,0.018075839,0.07723902,0.22727509,-0.034825604,0.33832297,-0.056221727,0.009645575,0.104421675
-0.18339683,0.09465974,-0.015091118,0.27402243,0.038656913,0.10151831,-0.007099103,0.033214938,0.077244475
-0.3232372,0.17904074,0.10413195,0.23636529,0.064163655,0.0027653351,-0.044086494,0.01535337,0.09019823
-0.3494377,0.032225862,0.106521875,0.2216894,0.1671154,0.32927406,0.0015079002,0.05639085,0.09689027
-0.43195987,-0.04567172,0.035968795,0.18229882,0.030913029,-0.01874061,-0.05651541,0.010557541,0.073340625
-0.4780853,0.0182515,0.0668489,0.22421072,0.060648162,-0.027189262,-0.054134343,0.011508461,0.062948555
-0.25828096,0.026494881,0.064686894,0.12458896,-0.075074986,0.45543084,-0.02862698,0.022079013,0.096305475
-0.474738,-0.024746776,0.12627807,0.15181568,0.088992834,-0.123181015,-0.04593371,0.016300572,0.09274287
-0.29279876,0.052258138,0.08692433,0.17068848,0.12826626,0.49135154,0.019574624,0.08206843,0.042977773
-0.309298,0.11243894,0.022226654,0.15972385,-0.0492078,-0.037409365,0.015300753,0.022172602,0.070340425
0.36799818,-0.0197843,0.090763845,0.18741104,-0.055510353,-0.14702657,-0.013475933,-0.023724932,0.068663254
1.0155679,0.002163358,0.09048333,0.05028262,-0.13292277,0.10287641,0.0025641485,0.01655851,0.056079417
-0.34925255,-0.041972656,0.03807648,-0.29517737,-0.10151167,-0.1676741,-0.0064634467,0.03336405,0.0629732
-0.47189367,-0.015140098,0.1387521,0.19783694,0.034798667,0.25245714,-0.0049311994,0.028144183,0.124037966
-0.49276477,-0.079680465,-0.032161072,-0.13806029,-0.168681,-0.91120064,0.040201902,0.09177457,0.053667612
-0.21805817,0.119245194,0.0612291,0.17087935,-0.054568116,-0.025873639,0.00698936,0.02867496,0.07094116
0.14918357,-0.049029306,0.07975637,0.029880552,-0.062301423,0.19705968,-0.024336556,0.003018443,0.036469102
0.17520033,-0.013385009,-0.25267717,-0.4744458,0.02056159,0.33935305,-0.0049486617,0.024222916,0.033433326
0.24994782,-0.016537491,0.04482127,0.17755741,-0.1619609,0.12383878,-0.0048571294,0.030187875,0.06659264
-0.3759128,0.10940151,0.0655473,0.12158245,-0.16437674,-0.029940546,0.02539443,0.032371707,0.07773493
