iter	Passed	Remaining
1665	100782	36961
1666	100834	36897
1667	100877	36831
1668	100939	36771
1669	100993	36708
1670	101046	36645
1671	101099	36581
1672	101143	36515
1673	101205	36455
1674	101256	36391
1675	101308	36328
1676	101374	36269
1677	101434	36209
1678	101492	36147
1679	101542	36083
1680	101604	36024
1681	101661	35962
1682	101713	35898
1683	101766	35835
1684	101830	35776
1685	101882	35713
1686	101939	35651
1687	101996	35589
1688	102053	35528
1689	102115	35468
1690	102166	35404
1691	102221	35342
1692	102264	35276
1693	102315	35212
1694	102371	35150
1695	102422	35086
1696	102478	35025
1697	102544	34966
1698	102595	34902
1699	102651	34841
1700	102704	34778
1701	102760	34716
1702	102809	34652
1703	102855	34587
1704	102913	34525
1705	102975	34466
1706	103041	34407
1707	103095	34345
1708	103152	34283
1709	103198	34218
1710	103264	34159
1711	103322	34098
1712	103382	34038
1713	103426	33972
1714	103477	33909
1715	103532	33847
1716	103585	33784
1717	103642	33723
1718	103698	33661
1719	103753	33599
1720	103818	33540
1721	103880	33480
1722	103935	33418
1723	103992	33357
1724	104039	33292
1725	104091	33229
1726	104159	33171
1727	104224	33113
1728	104294	33055
1729	104353	32995
1730	104411	32934
1731	104475	32874
1732	104539	32815
1733	104614	32759
1734	104679	32701
1735	104739	32640
1736	104807	32582
1737	104857	32519
1738	104932	32463
1739	104996	32404
1740	105054	32343
1741	105111	32281
1742	105170	32220
1743	105232	32161
1744	105302	32103
1745	105360	32042
1746	105426	31983
1747	105484	31923
1748	105541	31861
1749	105609	31803
1750	105675	31744
1751	105740	31685
1752	105813	31629
1753	105875	31569
1754	105939	31510
1755	105990	31447
1756	106062	31390
1757	106117	31328
1758	106177	31267
1759	106244	31209
1760	106315	31152
1761	106380	31092
1762	106452	31036
1763	106518	30977
1764	106577	30916
1765	106643	30857
1766	106720	30802
1767	106802	30748
1768	106884	30693
1769	106952	30635
1770	107015	30575
1771	107073	30514
1772	107126	30452
1773	107189	30392
1774	107260	30335
1775	107328	30276
1776	107390	30216
1777	107449	30155
1778	107509	30095
1779	107560	30032
1780	107622	29972
1781	107687	29913
1782	107757	29855
1783	107819	29795
1784	107886	29736
1785	107960	29680
1786	108014	29617
1787	108082	29559
1788	108144	29499
1789	108210	29440
1790	108272	29380
1791	108334	29320
1792	108395	29260
1793	108464	29201
1794	108528	29142
1795	108600	29085
1796	108654	29022
1797	108713	28962
1798	108776	28902
1799	108829	28839
1800	108901	28782
1801	108973	28724
1802	109039	28665
1803	109100	28605
1804	109154	28543
1805	109218	28483
1806	109279	28423
1807	109338	28362
1808	109401	28302
1809	109460	28241
1810	109512	28179
1811	109581	28121
1812	109655	28063
1813	109722	28005
1814	109799	27949
1815	109877	27892
1816	109932	27830
1817	109996	27771
1818	110060	27711
1819	110132	27654
1820	110197	27594
1821	110248	27531
1822	110300	27469
1823	110370	27411
1824	110430	27350
1825	110506	27293
1826	110568	27233
1827	110625	27172
1828	110688	27112
1829	110753	27052
1830	110804	26990
1831	110856	26927
1832	110917	26867
1833	110977	26806
1834	111040	26746
1835	111096	26684
1836	111157	26624
1837	111206	26561
1838	111269	26501
1839	111342	26443
1840	111404	26383
1841	111480	26326
1842	111532	26264
1843	111589	26202
1844	111656	26143
1845	111706	26080
1846	111779	26023
1847	111846	25964
1848	111902	25902
1849	111961	25841
1850	112016	25780
1851	112085	25721
1852	112151	25662
1853	112219	25603
1854	112283	25543
1855	112349	25484
1856	112400	25421
1857	112466	25362
1858	112523	25301
1859	112585	25241
1860	112653	25182
1861	112707	25120
1862	112776	25061
1863	112847	25003
1864	112917	24944
1865	112978	24884
1866	113049	24826
1867	113114	24766
1868	113180	24707
1869	113243	24647
1870	113317	24589
1871	113378	24529
1872	113446	24470
1873	113520	24412
1874	113588	24353
1875	113652	24293
1876	113726	24235
1877	113788	24175
1878	113842	24113
1879	113909	24054
1880	113973	23994
1881	114048	23936
1882	114101	23874
1883	114167	23815
1884	114240	23757
1885	114290	23694
1886	114354	23634
1887	114403	23571
1888	114459	23509
1889	114524	23450
1890	114577	23388
1891	114643	23328
1892	114704	23268
1893	114772	23209
1894	114840	23149
1895	114916	23092
1896	114971	23030
1897	115027	22969
1898	115089	22908
1899	115161	22850
1900	115224	22790
1901	115290	22730
1902	115357	22671
1903	115417	22610
1904	115485	22551
1905	115557	22493
1906	115627	22434
1907	115674	22371
1908	115737	22310
1909	115802	22251
1910	115872	22192
1911	115922	22129
1912	115991	22070
1913	116064	22012
1914	116115	21949
1915	116174	21888
1916	116245	21830
1917	116304	21769
1918	116381	21711
1919	116447	21651
1920	116510	21591
1921	116575	21531
1922	116648	21473
1923	116697	21410
1924	116759	21350
1925	116825	21290
1926	116877	21228
1927	116932	21166
1928	117007	21108
1929	117066	21047
1930	117123	20986
1931	117179	20924
1932	117236	20863
1933	117295	20802
1934	117364	20743
1935	117417	20681
1936	117477	20620
1937	117533	20559
1938	117605	20500
1939	117678	20442
1940	117737	20381
1941	117789	20319
1942	117868	20261
1943	117927	20200
1944	117986	20139
1945	118049	20079
1946	118108	20018
1947	118173	19958
1948	118228	19896
1949	118293	19836
1950	118358	19776
1951	118419	19716
1952	118474	19654
1953	118531	19593
1954	118588	19532
1955	118643	19470
1956	118701	19409
1957	118770	19350
1958	118837	19290
1959	118908	19231
1960	118970	19171
1961	119031	19110
1962	119100	19051
1963	119163	18990
1964	119227	18930
1965	119297	18871
1966	119374	18813
1967	119434	18752
1968	119512	18694
1969	119586	18636
1970	119654	18576
1971	119712	18515
1972	119769	18454
1973	119848	18396
1974	119921	18337
1975	119976	18275
1976	120042	18215
1977	120103	18155
1978	120152	18092
1979	120214	18032
1980	120266	17970
1981	120323	17908
1982	120386	17848
1983	120452	17788
1984	120518	17728
1985	120573	17667
1986	120634	17606
1987	120694	17545
1988	120754	17484
1989	120816	17424
1990	120883	17364
1991	120945	17303
1992	121010	17243
1993	121070	17183
1994	121136	17123
1995	121197	17062
1996	121258	17001
1997	121320	16941
1998	121380	16880
1999	121438	16819
2000	121508	16759
2001	121575	16699
2002	121642	16640
2003	121714	16580
2004	121776	16520
2005	121841	16460
2006	121902	16399
2007	121960	16338
2008	122034	16279
2009	122111	16220
2010	122163	16158
2011	122217	16097
2012	122280	16036
2013	122343	15976
2014	122401	15915
2015	122463	15854
2016	122528	15794
2017	122594	15734
2018	122661	15674
2019	122734	15615
2020	122807	15555
2021	122879	15496
2022	122944	15436
2023	123004	15375
2024	123066	15314
2025	123140	15255
2026	123195	15194
2027	123246	15132
2028	123302	15070
2029	123365	15010
2030	123437	14951
2031	123491	14889
2032	123554	14829
2033	123617	14768
2034	123683	14708
2035	123755	14648
2036	123819	14588
2037	123887	14528
2038	123955	14468
2039	124007	14406
2040	124074	14346
2041	124149	14287
2042	124216	14227
2043	124280	14166
2044	124353	14107
2045	124405	14045
2046	124471	13985
2047	124540	13925
2048	124594	13864
2049	124652	13802
2050	124701	13740
2051	124762	13680
2052	124823	13619
2053	124886	13558
2054	124952	13498
2055	125027	13439
2056	125100	13379
2057	125164	13319
2058	125226	13258
2059	125276	13196
2060	125336	13135
2061	125398	13075
2062	125459	13014
2063	125519	12953
2064	125591	12893
2065	125649	12832
2066	125706	12771
2067	125758	12709
2068	125820	12648
2069	125891	12589
2070	125947	12527
2071	126005	12466
2072	126072	12406
2073	126131	12345
2074	126199	12285
2075	126269	12225
2076	126344	12166
2077	126397	12104
2078	126455	12043
2079	126512	11982
2080	126580	11922
2081	126639	11861
2082	126685	11798
2083	126743	11737
2084	126808	11677
2085	126866	11616
2086	126924	11555
2087	126988	11494
2088	127053	11434
2089	127109	11372
2090	127162	11311
2091	127222	11250
2092	127279	11189
2093	127336	11128
2094	127395	11067
2095	127454	11006
2096	127506	10944
2097	127563	10883
2098	127620	10822
2099	127682	10761
2100	127732	10700
2101	127778	10638
2102	127839	10577
2103	127905	10516
2104	127956	10455
2105	128005	10393
2106	128059	10332
2107	128104	10270
2108	128154	10208
2109	128207	10147
2110	128252	10085
2111	128304	10023
2112	128347	9961
2113	128397	9900
2114	128442	9838
2115	128504	9777
2116	128579	9717
2117	128638	9657
2118	128691	9595
2119	128758	9535
2120	128816	9474
2121	128875	9413
2122	128944	9353
2123	128997	9292
2124	129046	9230
2125	129101	9169
2126	129156	9108
2127	129208	9047
2128	129254	8985
2129	129317	8924
2130	129373	8863
2131	129513	8808
2132	129682	8754
2133	129752	8694
2134	129824	8634
2135	129889	8574
2136	129946	8513
2137	130021	8453
2138	130080	8392
2139	130139	8331
2140	130190	8269
2141	130238	8208
2142	130289	8146
2143	130343	8085
2144	130405	8024
2145	130464	7964
2146	130515	7902
2147	130568	7841
2148	130623	7780
2149	130676	7719
2150	130738	7658
2151	130783	7596
2152	130837	7535
2153	130888	7474
2154	130944	7413
2155	130995	7351
2156	131057	7291
2157	131112	7230
2158	131172	7169
2159	131235	7108
2160	131287	7047
2161	131344	6986
2162	131392	6924
2163	131450	6864
2164	131508	6803
2165	131553	6741
2166	131603	6680
2167	131665	6619
2168	131712	6558
2169	131759	6496
2170	131823	6436
2171	131870	6374
2172	131930	6314
2173	131986	6253
2174	132042	6192
2175	132098	6131
2176	132151	6070
2177	132208	6009
2178	132254	5948
2179	132300	5886
2180	132344	5825
2181	132394	5764
2182	132456	5703
2183	132515	5642
2184	132570	5581
2185	132631	5521
2186	132690	5460
2187	132747	5399
2188	132795	5338
2189	132846	5277
2190	132902	5216
2191	132954	5155
2192	133017	5095
2193	133081	5034
2194	133148	4974
2195	133200	4913
2196	133251	4852
2197	133301	4791
2198	133353	4730
2199	133408	4669
2200	133463	4608
2201	133520	4547
2202	133571	4486
2203	133624	4425
2204	133688	4365
2205	133744	4304
2206	133788	4243
2207	133847	4182
2208	133913	4122
2209	133969	4061
2210	134015	4000
2211	134072	3939
2212	134141	3879
2213	134193	3818
2214	134257	3758
2215	134303	3696
2216	134366	3636
2217	134418	3575
2218	134468	3514
2219	134528	3454
2220	134578	3393
2221	134630	3332
2222	134678	3271
2223	134742	3211
2224	134793	3150
2225	134848	3089
2226	134905	3028
2227	134957	2968
2228	135009	2907
2229	135061	2846
2230	135116	2785
2231	135179	2725
2232	135230	2664
2233	135290	2604
2234	135351	2543
2235	135404	2482
2236	135458	2422
2237	135526	2361
2238	135580	2301
2239	135636	2240
2240	135683	2179
2241	135734	2118
2242	135783	2058
2243	135838	1997
2244	135884	1936
2245	135930	1876
2246	135985	1815
2247	136035	1754
2248	136089	1694
2249	136153	1633
2250	136214	1573
2251	136277	1512
2252	136326	1452
2253	136384	1391
2254	136440	1331
2255	136501	1270
2256	136557	1210
2257	136612	1149
2258	136677	1089
2259	136728	1028
2260	136771	967
2261	136823	907
2262	136877	846
2263	136940	786
2264	136987	725
2265	137040	665
2266	137093	604
2267	137144	544
2268	137191	483
2269	137250	423
2270	137306	362
2271	137361	302
2272	137409	241
2273	137464	181
2274	137527	120
2275	137592	60
2276	137644	0
