threshold,precision,recall,f1_score,accuracy,score
0.4649999999999999,0.5994845360824742,0.6210616255473673,0.6100823584955148,0.6258996426594192,0.6100823584955148
0.4699999999999999,0.6055085199871396,0.6034390686745701,0.6044720231090189,0.6278624993708792,0.6044720231090189
0.4749999999999999,0.6120901182244033,0.5861369219267328,0.5988324513066725,0.6299260154008758,0.5988324513066725
0.4799999999999999,0.6166647405524096,0.5699028089287621,0.5923623445825933,0.6303789823342896,0.5923623445825933
0.48499999999999993,0.6235948265441799,0.5509986115561252,0.5850533000680427,0.631687553475263,0.5850533000680427
0.48999999999999994,0.6294473883421651,0.5328420378083948,0.5771299670310602,0.6320398610901404,0.5771299670310602
0.49499999999999994,0.63476894881529,0.5178895653102638,0.5704034819433008,0.6323921687050179,0.5704034819433008
0.49999999999999994,0.6385103224935906,0.5053935704368258,0.5642065100751162,0.6320901907494086,0.5642065100751162
0.5049999999999999,0.6444973396807617,0.491615935063548,0.5577703726143592,0.6326438170013589,0.5577703726143592
0.5099999999999999,0.647493480150681,0.477304282815337,0.5495235167537658,0.6312345865418492,0.5495235167537658
0.5149999999999999,0.651322672246301,0.46544910819181884,0.5429176529213903,0.6306809602898988,0.5429176529213903
0.5199999999999999,0.6550453079404085,0.45551639431806046,0.5373566838855991,0.6303789823342896,0.5373566838855991
0.5249999999999999,0.6569758255648601,0.44408843319448893,0.5299515676777976,0.628768433237707,0.5299515676777976
0.5299999999999999,0.6602511825150873,0.4323400619459575,0.5225248483283852,0.6276611807338064,0.5225248483283852
0.5349999999999999,0.6662737834652298,0.4226209548221724,0.5171872957783297,0.6281644773264885,0.5171872957783297
0.5399999999999999,0.6686277902751341,0.41268824094841394,0.510368511425175,0.6268559061855151,0.510368511425175
0.5449999999999999,0.6738896848137536,0.4019011000747624,0.5035124105171607,0.6265035985706376,0.5035124105171607
0.5499999999999999,0.6787688905270918,0.3933568300758304,0.49807289201433497,0.6264029392521012,0.49807289201433497
0.5549999999999999,0.6796667928814842,0.383424116202072,0.4902697166268351,0.6242890935628366,0.4902697166268351
0.5599999999999999,0.68515625,0.37466623945316674,0.48443002140440516,0.6241884342443001,0.48443002140440516
0.565,0.6865400161681487,0.36281106482964864,0.4747397107120397,0.6216719512808898,0.4747397107120397
0.57,0.6900376726663876,0.35213072733098366,0.46630365603564106,0.6201620615028436,0.46630365603564106
0.575,0.6946730186227804,0.34262522695717185,0.4589085187039554,0.6192561276360159,0.4589085187039554
0.58,0.6989006057886471,0.3326925130834134,0.4507959479015919,0.6179978861543107,0.4507959479015919
0.585,0.7043073341094296,0.32308020933461495,0.4429638307219212,0.617091952287483,0.4429638307219212
0.59,0.7099347353154459,0.31368151233578984,0.4351111111111111,0.6161860184206553,0.4351111111111111
0.595,0.7131024096385542,0.3034283883370715,0.4257136435153967,0.6142231617091952,0.4257136435153967
0.6,0.718504966021955,0.2936024778382997,0.4168625369626204,0.6129145905682218,0.4168625369626204
0.605,0.7239597497960294,0.2843105842144612,0.40828220858895703,0.6116563490865167,0.40828220858895703
0.61,0.7264981539335416,0.2732030332158496,0.39708165166097487,0.6090392068045699,0.39708165166097487
0.615,0.7306437258973598,0.26305671259211794,0.3868383854248469,0.6070260204338417,0.3868383854248469
0.62,0.7333127317676144,0.2534444088433194,0.3766965632193031,0.6047611857667724,0.3766965632193031
0.625,0.735417338059942,0.24372530171953433,0.36611583507139417,0.6022950324626303,0.36611583507139417
0.63,0.7365410497981157,0.23379258784577592,0.3549250101337657,0.5995269012028789,0.3549250101337657
0.635,0.7377622377622378,0.2253551212218306,0.3452507567700237,0.5972117368765414,0.3452507567700237
0.6399999999999999,0.7420664206642067,0.2147815870981523,0.33314006460697426,0.5947959132316675,0.33314006460697426
0.6449999999999999,0.7462456680785522,0.20698494072412688,0.3240802675585284,0.5931350344758166,0.3240802675585284
0.6499999999999999,0.7505022097227803,0.19950870447506142,0.3152210597367533,0.591524485379234,0.3152210597367533
0.6549999999999999,0.7532359081419624,0.19267328847591583,0.30685490729715936,0.589813276964115,0.30685490729715936
